model,year,price,mileage,engineSize,Make
55,2016,10499,13507,1.5,2
50,2018,14599,18528,1.0,2
53,2014,11899,42440,1.6,2
51,2017,16699,14728,2.0,2
55,2017,10689,9797,1.5,2
56,2016,11699,79319,2.0,2
50,2016,7999,13455,1.5,2
50,2015,7249,35752,1.0,2
51,2015,8299,60912,1.5,2
63,2013,6699,59122,1.6,2
60,2012,6000,63750,1.0,2
51,2013,5000,102500,1.6,2
54,2017,9995,18143,1.0,2
65,2016,17995,12181,2.0,2
51,2015,6995,62903,1.5,2
53,2017,13495,22100,1.5,2
61,2017,17295,38778,2.0,2
50,2014,8395,7986,1.0,2
64,2010,3195,80000,1.2,2
50,2013,7999,8527,1.2,2
50,2018,10999,30232,1.0,2
51,2017,11999,28036,1.5,2
50,2016,8999,27820,1.0,2
50,2015,6999,47612,1.5,2
53,2013,7999,69157,2.0,2
50,2009,5295,33000,1.4,2
53,2014,9500,70000,2.0,2
56,2013,9500,39876,2.0,2
53,2016,15598,17642,2.0,2
50,2014,8999,24867,1.6,2
56,2010,4699,76249,1.8,2
50,2015,7499,33358,1.2,2
51,2016,8999,28883,1.5,2
51,2009,2995,109000,1.8,2
51,2008,2295,81000,1.8,2
51,2009,2495,118000,1.6,2
50,2016,6495,65000,1.0,2
50,2009,3495,87000,1.6,2
50,2009,3895,65000,1.6,2
50,2018,7899,27784,1.1,2
56,2018,13999,32416,2.0,2
50,2016,8799,23641,1.0,2
55,2012,6599,50400,1.6,2
67,2015,6499,115613,1.6,2
59,2017,15795,32668,2.0,2
59,2018,20995,35805,2.0,2
50,2016,8000,19985,1.2,2
54,2017,10000,24000,1.0,2
51,2017,12299,17896,1.5,2
51,2017,11999,17296,1.5,2
50,2016,8516,33350,1.0,2
60,2014,7159,24367,1.5,2
55,2016,8999,23112,1.5,2
51,2015,13999,30367,2.0,2
56,2013,6399,43441,2.0,2
54,2019,14899,1866,1.0,2
50,2016,9049,23813,1.0,2
51,2018,13199,21622,1.0,2
56,2018,13999,36720,2.0,2
51,2015,13749,32258,2.0,2
51,2016,14999,30341,2.0,2
56,2018,13699,41975,2.0,2
50,2013,5699,37168,1.2,2
50,2015,8799,31117,1.0,2
50,2015,7299,46923,1.0,2
54,2015,7599,31433,1.0,2
50,2017,7299,26932,1.2,2
53,2019,16499,10870,2.0,2
51,2017,12395,19127,1.5,2
56,2015,9599,49163,1.5,2
51,2017,12599,10760,1.5,2
51,2014,7749,69779,1.6,2
51,2016,14499,32967,2.0,2
51,2014,6599,59964,1.6,2
53,2016,13299,52416,2.0,2
56,2016,9105,92666,2.0,2
51,2016,14545,33461,2.0,2
51,2018,12299,13430,1.0,2
50,2013,6299,41177,1.2,2
53,2017,13499,43645,2.0,2
50,2017,10299,21245,1.0,2
51,2016,10999,28848,1.5,2
55,2016,9795,25481,1.5,2
56,2015,8999,86388,2.0,2
65,2017,17999,32841,2.0,2
63,2016,9351,59478,1.0,2
51,2017,12299,17779,1.0,2
51,2018,18256,10138,2.0,2
50,2015,7995,45000,1.0,2
50,2012,5295,78500,1.4,2
54,2016,10995,7600,1.5,2
51,2017,13195,13000,1.0,2
53,2014,10499,40114,2.0,2
51,2017,22000,36437,2.3,2
64,2011,3000,64304,1.2,2
60,2016,8000,5811,1.4,2
64,2014,3595,53332,1.2,2
50,2017,9899,30526,1.0,2
53,2019,19799,7767,2.0,2
51,2014,7599,39915,1.6,2
50,2016,7999,31757,1.5,2
53,2017,15999,30046,2.0,2
50,2016,8299,17795,1.2,2
51,2013,7299,62943,1.6,2
51,2015,8299,52816,1.5,2
50,2017,8599,30925,1.0,2
56,2014,9149,32904,2.0,2
51,2016,11995,12320,1.0,2
50,2017,8995,9202,1.0,2
50,2014,6599,38217,1.2,2
50,2015,7499,31737,1.0,2
51,2016,8599,58312,1.5,2
50,2015,7099,44893,1.2,2
56,2015,9299,78798,2.0,2
50,2016,7099,19245,1.2,2
51,2016,11599,12527,1.5,2
56,2018,12999,23733,2.0,2
51,2018,16799,14196,1.5,2
50,2017,9299,20556,1.0,2
50,2015,7549,41295,1.5,2
51,2017,10799,48370,1.5,2
50,2018,8999,10498,1.1,2
61,2016,19999,24641,2.0,2
50,2014,7499,82508,1.6,2
50,2013,6299,49795,1.2,2
56,2017,9999,64447,1.5,2
50,2014,7299,37812,1.5,2
50,2016,8299,34132,1.0,2
50,2016,8699,27223,1.0,2
59,2013,7899,81514,2.0,2
55,2017,11399,5856,1.6,2
51,2017,12499,11830,1.0,2
50,2017,10899,13197,1.0,2
50,2015,8499,22328,1.0,2
50,2017,8799,28748,1.0,2
50,2015,7499,26311,1.5,2
56,2018,13999,34300,2.0,2
51,2014,14299,22035,2.0,2
56,2016,12699,46693,2.0,2
51,2018,12899,13791,1.0,2
50,2016,7999,23069,1.2,2
50,2013,7499,20163,1.0,2
51,2016,13999,43150,2.0,2
50,2016,8599,5454,1.0,2
50,2018,9899,20521,1.0,2
53,2019,17499,8790,1.5,2
53,2017,14099,33266,2.0,2
51,2017,11399,20928,1.0,2
51,2015,11499,42043,2.0,2
53,2017,15499,25942,2.0,2
51,2017,18262,14800,2.0,2
54,2019,17495,4798,1.5,2
51,2012,5499,53126,1.6,2
51,2013,6399,40942,1.0,2
53,2018,12699,34003,1.5,2
59,2017,19999,17116,2.0,2
51,2014,7795,55202,2.0,2
50,2014,5599,75943,1.2,2
50,2016,9799,28927,1.5,2
50,2015,7799,40909,1.0,2
64,2014,5399,24962,1.2,2
56,2018,14399,29582,2.0,2
63,2016,10499,34045,2.0,2
51,2016,9995,37774,1.5,2
55,2016,9399,30608,1.6,2
56,2018,14399,28997,2.0,2
56,2018,12499,31199,2.0,2
59,2013,10000,80611,2.0,2
51,2018,12195,6300,1.0,2
51,2013,6995,28860,1.6,2
64,2007,1295,88000,1.3,2
56,2005,1295,103000,2.0,2
51,2008,1995,141000,1.6,2
51,2011,3295,86000,1.6,2
50,2017,8995,19128,1.0,2
59,2006,2995,111000,1.8,2
50,2007,1595,115000,1.4,2
55,2007,1995,1995,1.8,2
53,2019,16499,11015,2.0,2
50,2018,9399,28257,1.0,2
51,2017,12619,20879,1.0,2
64,2014,4999,49439,1.2,2
51,2017,12339,17333,1.0,2
50,2018,14249,7178,1.0,2
50,2016,8999,17299,1.0,2
51,2017,12949,7755,1.0,2
51,2018,13399,10040,1.0,2
50,2016,8599,30373,1.0,2
50,2005,1295,119000,1.2,2
50,2014,6999,33754,1.2,2
50,2014,7999,17379,1.0,2
50,2011,4999,57149,1.2,2
51,2011,4999,99614,1.6,2
51,2014,7999,29839,1.0,2
50,2017,11995,10000,1.0,2
53,2016,16995,25000,2.0,2
60,2017,11995,12500,1.0,2
53,2017,12995,18000,1.5,2
53,2015,15995,27500,1.5,2
50,2018,11195,18000,1.0,2
51,2017,11495,20000,1.0,2
55,2017,11995,14000,1.0,2
63,2016,12195,8000,1.5,2
57,2017,8495,11000,1.2,2
53,2017,15599,40379,2.0,2
53,2017,15549,30547,2.0,2
50,2018,10299,36463,1.0,2
50,2018,10999,24453,1.0,2
54,2019,13149,2949,1.0,2
50,2013,5699,52484,1.2,2
53,2018,15999,20550,2.0,2
50,2015,6999,61730,1.0,2
51,2014,6500,36200,1.6,2
56,2008,1995,130000,2.0,2
55,2007,2495,96000,1.8,2
51,2012,6995,48734,2.0,2
56,2016,9495,63372,2.0,2
51,2017,19495,8866,2.0,2
51,2019,25795,1175,2.3,2
57,2018,7995,8525,1.2,2
51,2015,7199,45596,1.0,2
50,2017,10399,20533,1.0,2
55,2014,7500,38000,1.6,2
50,2008,694,82020,1.2,2
65,2014,10495,22000,2.0,2
51,2016,9295,28000,1.0,2
51,2014,7495,41000,1.6,2
50,2017,5994,119902,1.5,2
51,2017,9975,37166,1.0,2
50,2016,10475,16000,1.6,2
50,2011,4250,70000,1.2,2
64,2013,2975,69000,1.2,2
51,2007,5995,67000,2.5,2
67,2016,13995,13000,1.5,2
53,2016,12995,24000,1.5,2
53,2017,12995,6000,1.5,2
51,2017,10295,19000,1.0,2
51,2016,10995,11000,1.0,2
51,2016,11499,10703,1.6,2
59,2017,15450,39065,2.0,2
53,2017,14499,14119,1.5,2
50,2014,7995,45000,1.0,2
50,2015,8995,20000,1.0,2
50,2011,5150,67120,1.6,2
50,2016,6250,39949,1.2,2
56,2012,6250,74099,2.0,2
50,2014,6850,32965,1.2,2
51,2009,2995,93400,1.6,2
50,2015,8450,20712,1.0,2
65,2013,8495,60000,2.0,2
51,2005,1995,40000,1.6,2
64,2010,2995,90000,1.2,2
51,2014,7295,53000,1.0,2
55,2016,7299,45254,1.5,2
60,2012,6399,39384,1.6,2
50,2015,7449,44074,1.5,2
50,2016,6999,48138,1.0,2
53,2018,13559,50226,1.5,2
50,2018,10399,37737,1.5,2
65,2016,19999,18517,2.0,2
50,2017,8799,10604,1.0,2
64,2016,6084,23511,1.2,2
50,2017,8959,8758,1.2,2
51,2018,12299,13264,1.0,2
63,2018,14999,19035,1.5,2
50,2016,10499,25049,1.0,2
50,2017,11499,18419,1.0,2
50,2013,5999,75639,1.0,2
51,2018,13699,9533,1.0,2
51,2018,11999,13678,1.0,2
51,2016,10299,17507,1.5,2
50,2016,10489,31713,1.6,2
50,2016,8549,38903,1.0,2
65,2017,16599,41757,2.0,2
51,2015,11999,37737,2.0,2
50,2013,5599,38321,1.0,2
56,2013,5699,76563,2.0,2
51,2014,5799,63785,1.0,2
65,2013,7599,73701,2.0,2
50,2015,7399,49997,1.0,2
51,2018,11999,17431,1.0,2
51,2018,10999,27962,1.0,2
51,2018,11199,25084,1.0,2
51,2015,13499,41699,2.0,2
51,2016,10061,25544,1.5,2
51,2018,13299,16963,1.5,2
51,2015,7499,45363,1.5,2
51,2018,10999,31611,1.0,2
50,2016,9199,25250,1.0,2
50,2016,9749,16283,1.0,2
50,2014,6899,27540,1.2,2
51,2016,13999,38532,2.0,2
50,2017,9699,36643,1.0,2
53,2017,15499,32523,2.0,2
51,2018,17499,25065,2.0,2
50,2015,8549,16754,1.0,2
50,2015,9369,14782,1.0,2
63,2016,8749,77710,1.5,2
50,2017,8449,31233,1.5,2
56,2018,13699,40517,2.0,2
51,2017,11999,22214,1.5,2
53,2018,12999,34947,1.5,2
50,2016,7999,21390,1.2,2
51,2016,10499,17606,1.5,2
54,2016,9389,24607,1.0,2
51,2016,8299,40344,1.5,2
51,2018,18699,11736,2.0,2
51,2007,2495,78000,1.6,2
51,2010,2995,88000,1.6,2
50,2015,7500,32000,1.0,2
51,2019,14699,11229,1.0,2
50,2016,8999,8381,1.5,2
60,2014,7199,22595,1.0,2
50,2011,5495,76648,1.6,2
50,2013,5995,44080,1.0,2
50,2012,6995,65177,1.6,2
51,2015,7450,69344,1.0,2
64,2015,4450,49942,1.2,2
51,2012,6650,31626,1.6,2
56,2017,12450,48664,2.0,2
53,2013,7499,67227,2.0,2
53,2015,10999,60231,2.0,2
50,2016,7299,31877,1.2,2
59,2018,18949,21317,2.0,2
53,2016,11999,27271,2.0,2
50,2018,10199,39271,1.5,2
56,2017,10895,37159,2.0,2
51,2016,9999,17907,1.5,2
51,2017,11999,12961,1.0,2
51,2015,10699,21147,1.5,2
56,2005,675,108000,1.8,2
53,2019,16399,11494,1.5,2
56,2016,8759,75374,2.0,2
63,2016,8599,54727,1.5,2
51,2007,2799,50403,1.6,2
50,2009,2799,70103,1.2,2
51,2009,3299,67416,1.6,2
50,2011,5799,29475,1.4,2
51,2003,3999,56064,2.0,2
51,2011,5499,54901,1.6,2
50,2012,4999,41798,1.4,2
51,2009,4299,39911,1.6,2
50,2016,8375,17679,1.2,2
50,2014,6995,41274,1.0,2
50,2018,11995,20000,1.0,2
51,2011,6295,30000,1.6,2
64,2013,3695,65000,1.2,2
50,2008,4490,56000,1.4,2
56,2014,5290,94000,1.6,2
56,2009,3790,79000,1.8,2
56,2014,7990,69000,2.0,2
50,2012,4350,63000,2.0,2
51,2012,7000,46849,1.6,2
51,2015,9300,20907,1.0,2
50,2016,6995,42000,1.2,2
54,2014,7495,55000,1.5,2
65,2010,6995,92000,2.0,2
51,2010,4799,41557,1.6,2
68,2007,2299,62233,1.6,2
50,2008,4299,54733,1.6,2
68,2008,3199,55789,1.6,2
51,2007,6995,68000,2.5,2
51,2016,7950,47000,1.0,2
50,2016,8250,37885,1.0,2
51,2008,3000,91000,1.0,2
53,2018,14750,47500,1.5,2
54,2018,14650,8200,1.0,2
51,2017,12000,20000,1.0,2
64,2016,4500,43151,1.2,2
50,2013,6495,41000,1.0,2
50,2014,6195,52000,1.0,2
51,2013,6695,43000,1.6,2
50,2014,6000,38000,1.2,2
50,2014,7295,37000,1.0,2
55,2015,6495,53172,1.6,2
50,2016,8295,45000,1.0,2
64,2009,3695,24000,1.2,2
50,2011,5195,66000,1.6,2
53,2018,15721,17881,1.5,2
54,2018,11500,19854,1.0,2
50,2009,4995,50000,1.6,2
56,2007,1495,127000,1.8,2
50,2010,4295,83000,1.4,2
51,2012,5495,73000,1.6,2
50,2010,3995,90000,1.4,2
51,2008,3495,73000,1.6,2
51,2009,3995,93000,1.6,2
51,2010,3495,100000,1.6,2
56,2014,5795,98000,2.0,2
60,2013,5000,70470,1.4,2
50,2016,7500,65140,1.0,2
50,2016,7695,43680,1.5,2
59,2017,11295,111770,2.0,2
53,2015,9295,88650,2.0,2
50,2012,5995,43008,1.4,2
50,2012,4995,54700,1.4,2
60,2013,5895,35000,1.4,2
71,1996,3000,50000,1.8,2
51,2017,12295,22327,1.5,2
51,2017,12259,18006,1.5,2
51,2016,9899,33228,1.0,2
59,2016,13379,65904,2.0,2
51,2016,8299,44973,1.5,2
53,2019,16199,18386,1.5,2
55,2016,9999,17442,1.5,2
51,2018,13439,5889,1.0,2
50,2014,8279,34600,1.0,2
50,2014,7199,20129,1.2,2
50,2012,3995,83000,1.6,2
51,2013,6199,44235,1.0,2
50,2015,7759,18380,1.2,2
53,2018,15649,13805,1.5,2
64,2014,4689,51534,1.2,2
51,2018,11799,20417,1.0,2
50,2016,5599,86046,1.5,2
51,2015,7899,61491,1.0,2
50,2013,5879,51000,1.2,2
56,2018,14599,27206,2.0,2
52,2002,2195,108000,1.7,2
52,2002,2695,69000,1.6,2
51,2012,6495,79000,1.6,2
65,2005,1995,114000,2.3,2
50,2012,3999,83009,1.4,2
51,2005,675,121000,2.0,2
56,2007,1200,110000,2.0,2
56,2008,1299,1,2.0,2
50,2004,950,74000,1.2,2
50,2015,6990,52080,1.0,2
55,2014,7290,51168,1.0,2
50,2014,8679,15749,1.0,2
50,2016,7769,20525,1.0,2
50,2016,9299,30738,1.0,2
53,2015,13499,42583,2.0,2
51,2015,7999,45395,1.5,2
53,2015,10995,41347,2.0,2
53,2016,12250,42746,2.0,2
51,2013,6699,29750,1.6,2
50,2015,7799,24002,1.2,2
51,2016,8799,37458,1.5,2
64,2019,10000,5000,1.2,2
53,2019,22500,5398,2.0,2
55,2016,9000,28136,1.5,2
51,2020,18500,100,1.0,2
51,2007,2995,63000,1.8,2
64,2010,3995,19000,1.2,2
51,2016,10250,29705,1.0,2
50,2014,7500,13220,1.0,2
50,2016,12000,18323,1.0,2
50,2020,16000,100,1.0,2
54,2020,17500,500,1.0,2
59,2016,17500,35000,2.0,2
50,2016,8500,22119,1.0,2
53,2016,13000,46729,2.0,2
55,2014,7000,33159,1.6,2
59,2019,35000,3450,2.0,2
50,2018,10250,22600,1.0,2
50,2018,10250,23022,1.0,2
50,2016,8250,30952,1.0,2
56,2012,3495,151000,1.6,2
64,2009,2995,73000,1.2,2
50,2011,4995,45000,1.2,2
57,2018,8990,5000,1.2,2
65,2013,9290,67000,2.0,2
50,2017,11000,13903,1.5,2
64,2008,1550,77000,1.3,2
65,2008,3995,174000,1.8,2
51,2009,1695,139600,1.6,2
50,2016,11000,29812,1.0,2
59,2011,5995,113000,2.0,2
59,2007,2995,129000,1.8,2
51,2015,5995,91000,1.6,2
51,2017,7495,78000,1.5,2
51,2016,9595,40000,1.5,2
51,2009,3495,75000,1.6,2
59,2017,19000,21787,2.0,2
61,2017,24000,26818,2.0,2
51,2017,11250,41495,1.5,2
51,2019,17650,768,1.0,2
51,2019,18000,9500,1.5,2
50,2012,6495,36000,1.4,2
50,2018,10600,14861,1.5,2
50,2014,11000,34922,1.6,2
64,2013,3895,35708,1.2,2
65,2013,9795,52100,2.0,2
55,2009,2995,87500,1.8,2
50,2008,2695,78500,1.2,2
50,2009,3995,63400,1.4,2
50,2015,6395,42000,1.2,2
50,2006,2395,63100,1.2,2
51,2003,1695,89630,1.6,2
50,2011,4295,86440,1.4,2
50,2007,2795,63000,1.2,2
68,2006,2495,69255,1.4,2
53,2012,8995,48049,2.0,2
56,2008,3295,85500,2.0,2
50,2004,2295,88936,1.4,2
51,2012,5795,79094,1.6,2
51,2005,2295,87530,2.0,2
51,2010,3795,89520,1.6,2
50,2008,2695,77570,1.2,2
51,2008,2895,91000,1.6,2
50,2006,2395,73370,1.2,2
50,2011,4295,86451,1.4,2
51,2007,2695,61000,1.6,2
53,2009,6295,54094,2.0,2
53,2009,4995,91770,2.0,2
68,2008,1895,105000,1.6,2
50,2019,18949,6,1.0,2
50,2017,9450,22000,1.0,2
51,2016,13651,8598,1.5,2
51,2016,9552,32963,1.5,2
53,2017,20450,14293,2.0,2
60,2017,10283,4880,1.0,2
51,2017,10811,23881,1.0,2
64,2009,2350,92000,1.2,2
51,2011,5750,35000,1.6,2
54,2017,10837,10113,1.5,2
51,2019,19337,675,1.0,2
50,2018,12282,6654,1.0,2
63,2017,12450,10546,1.0,2
63,2019,14450,7570,1.0,2
51,2017,9950,36590,1.0,2
64,2018,8217,15179,1.2,2
56,2011,8950,29901,2.0,2
50,2017,8950,19910,1.2,2
53,2016,10000,89670,2.0,2
53,2017,11500,82240,2.0,2
56,2016,10295,102370,2.0,2
50,2017,8137,28903,1.0,2
56,2016,8295,99490,2.0,2
50,2017,7695,36440,1.5,2
51,2014,5500,75170,1.0,2
56,2015,8000,109880,2.0,2
54,2019,18495,1350,1.0,2
50,2019,12099,1598,1.0,2
50,2019,12096,17,1.0,2
50,2019,12096,791,1.0,2
50,2017,10103,14415,1.0,2
54,2019,18495,25,1.0,2
54,2019,18495,8,1.0,2
53,2019,20495,50,2.0,2
53,2019,22367,5200,2.0,2
54,2019,17994,2657,1.0,2
51,2019,20993,1813,1.0,2
59,2016,15880,46200,2.0,2
59,2015,16990,38000,2.0,2
51,2017,8990,19000,1.0,2
64,2013,4490,51000,1.2,2
50,2019,14175,13,1.0,2
50,2017,10892,16301,1.0,2
51,2015,6995,80208,1.6,2
51,2017,9675,33173,1.0,2
50,2017,9275,13085,1.5,2
51,2013,7495,51000,1.6,2
56,2012,7995,51000,2.0,2
51,2012,6995,36000,1.6,2
50,2012,5995,45000,1.2,2
53,2014,10995,45000,2.0,2
53,2017,15990,21845,1.5,2
50,2017,10290,7824,1.0,2
50,2016,7290,54277,1.0,2
50,2014,7490,39404,1.6,2
50,2017,6795,65290,1.5,2
51,2018,12990,20000,1.0,2
50,2014,6698,38192,1.0,2
50,2016,7298,32688,1.5,2
50,2016,7698,19799,1.2,2
64,2011,3698,66561,1.2,2
50,2015,5998,54000,1.5,2
55,2015,6999,48025,1.0,2
60,2013,5999,40306,1.0,2
64,2014,5499,21200,1.2,2
51,2009,3895,90000,1.8,2
50,2007,2895,50000,1.4,2
51,2009,2695,104000,2.0,2
64,2010,2995,48000,1.2,2
60,2013,6995,45000,1.4,2
50,2013,5498,23000,1.2,2
56,2018,20000,10999,2.0,2
64,2014,4250,43001,1.2,2
56,2017,17490,22000,2.0,2
53,2015,14990,29000,1.5,2
60,2017,8990,30000,1.0,2
50,2018,11250,37289,1.0,2
50,2009,3695,45962,1.2,2
51,2013,12495,37000,2.0,2
56,2018,16000,18000,2.0,2
50,2017,7780,29328,1.0,2
51,2019,18000,5000,1.5,2
51,2010,5295,64572,1.0,2
68,2005,2095,31000,1.4,2
65,2019,24500,4406,2.0,2
50,2016,8790,17400,1.0,2
54,2017,9290,35000,1.5,2
50,2009,5290,53000,1.4,2
50,2009,2250,100000,1.6,2
56,2015,8990,82000,2.0,2
50,2019,13421,10000,1.0,2
50,2008,2350,59500,1.2,2
70,2006,1850,74055,1.6,2
65,2010,5995,113000,2.0,2
51,2012,4995,81000,1.6,2
50,2017,8995,35000,1.0,2
50,2017,11500,6273,1.0,2
50,2016,10000,21780,1.0,2
54,2018,14350,22862,1.0,2
53,2015,11500,80083,2.0,2
51,2016,8450,56022,1.5,2
51,2016,8750,58665,1.5,2
53,2013,9650,44808,2.0,2
53,2019,18900,6221,1.5,2
50,2017,13650,12561,1.6,2
63,2017,12250,20292,1.0,2
53,2018,17250,16370,1.5,2
50,2017,8500,10745,1.2,2
50,2016,7500,43573,1.0,2
50,2018,9250,12072,1.1,2
59,2017,19000,33620,2.0,2
53,2016,12990,50914,2.0,2
51,2009,21500,44482,2.5,2
50,2016,7900,27786,1.2,2
50,2014,11400,19344,1.6,2
51,2003,495,177644,1.6,2
54,2018,17000,2770,1.0,2
50,2018,9000,11371,1.1,2
50,2015,8000,14100,1.0,2
50,2017,8950,26000,1.0,2
50,2017,12950,27000,1.6,2
50,2018,9450,10000,1.1,2
51,2017,8900,46134,1.0,2
53,2017,17250,21277,2.0,2
53,2015,9600,52990,2.0,2
51,2016,14400,27505,2.0,2
51,2018,13450,15267,2.0,2
56,2016,10000,60533,1.5,2
57,2019,10000,940,1.2,2
63,2017,11700,20064,1.0,2
54,2017,9500,32222,1.5,2
50,2017,12999,15974,1.6,2
54,2017,10300,15191,1.5,2
55,2015,9250,23659,1.0,2
50,2017,9000,22753,1.1,2
50,2018,11200,20471,1.0,2
53,2019,18990,14782,1.5,2
50,2014,8150,36571,1.0,2
51,2016,10000,30208,1.0,2
50,2016,8000,9349,1.2,2
50,2014,7000,56669,1.0,2
52,2019,19000,1693,1.0,2
54,2018,14750,6551,1.0,2
51,2015,12995,33000,2.0,2
51,2017,18000,18805,2.0,2
53,2017,16500,25788,2.0,2
50,2014,6400,74047,1.0,2
53,2016,11900,30109,2.0,2
53,2016,12200,25496,2.0,2
68,2009,1450,94028,1.4,2
59,2011,4990,111200,2.0,2
55,2011,4990,68662,2.0,2
56,2013,5990,40000,1.6,2
55,2016,11290,25000,1.0,2
51,2017,9700,29266,1.0,2
51,2015,9500,32245,1.0,2
51,2013,6500,57029,1.0,2
53,2018,21000,18594,2.0,2
65,2017,19500,26000,2.0,2
50,2017,11500,12901,1.0,2
51,2017,10750,25519,1.5,2
53,2017,13500,13624,1.5,2
50,2019,17500,7410,1.5,2
53,2016,15250,16686,2.0,2
50,2018,15750,12036,1.0,2
50,2019,11500,735,1.1,2
50,2019,13000,1334,1.1,2
64,2013,4250,35018,1.2,2
51,2016,9995,24664,1.0,2
50,2012,5495,58400,1.0,2
50,2018,13995,7452,1.0,2
51,2011,4995,70000,1.6,2
54,2016,10495,16000,1.0,2
64,2012,4290,47000,1.2,2
51,2016,9990,23700,1.6,2
51,2017,11995,6654,1.0,2
51,2018,13495,11139,1.0,2
53,2010,7495,45486,1.6,2
63,2016,8750,36541,1.5,2
51,2016,7995,39094,1.0,2
50,2019,12750,7269,1.0,2
50,2008,2650,73206,1.2,2
50,2013,5725,75100,1.0,2
51,2012,5175,70000,1.0,2
50,2012,4250,68000,1.2,2
51,2017,11495,21000,1.0,2
51,2018,15495,11041,1.0,2
51,2018,15495,10561,1.0,2
53,2016,15750,35624,1.5,2
50,2016,8495,36346,1.0,2
50,2016,8495,41966,1.0,2
50,2014,8750,25624,1.0,2
50,2018,12249,34812,1.0,2
61,2019,33994,14,2.0,2
50,2017,10295,9600,1.0,2
64,2018,9250,7973,1.2,2
50,2019,12249,2131,1.1,2
63,2016,12295,36706,2.0,2
55,2015,10995,37060,1.5,2
53,2017,15995,42325,2.0,2
50,2011,5995,49971,1.2,2
51,2016,10250,29320,1.0,2
51,2015,9250,24614,1.0,2
64,2019,11495,1818,1.2,2
50,2012,5500,41698,1.2,2
61,2019,33495,1,2.0,2
59,2017,15895,50754,2.0,2
50,2017,11295,12674,1.0,2
50,2018,16495,2210,1.0,2
54,2019,18994,7,1.0,2
51,2019,16899,11997,1.5,2
53,2019,24995,2348,2.0,2
50,2018,11295,10365,1.0,2
50,2018,11494,32486,1.0,2
50,2013,7785,7000,1.6,2
55,2017,8795,13000,1.6,2
60,2015,7785,16000,1.6,2
51,2015,7195,70000,1.5,2
60,2016,9395,2000,1.6,2
66,2018,30500,5000,5.0,2
65,2018,18160,31458,2.0,2
54,2019,17494,5000,1.0,2
53,2019,22492,6800,2.0,2
51,2018,15395,18500,1.0,2
54,2019,15695,3490,1.0,2
54,2017,9000,34723,1.0,2
61,2017,22295,26405,2.0,2
53,2017,14000,40168,2.0,2
53,2019,17795,10200,1.5,2
50,2017,9295,14824,1.0,2
50,2017,8895,33707,1.0,2
64,2009,3295,68441,1.2,2
50,2016,9295,10092,1.0,2
50,2015,6999,38855,1.2,2
56,2012,6499,58000,1.6,2
51,2016,8999,39000,1.5,2
50,2016,8999,55600,1.0,2
56,2015,8999,72450,2.0,2
50,2017,9999,26250,1.0,2
51,2018,18999,20300,2.0,2
50,2012,5999,62300,1.0,2
50,2017,10999,16300,1.0,2
54,2018,12995,2135,1.0,2
50,2013,5295,54138,1.2,2
51,2012,7795,22789,1.0,2
50,2014,8495,18358,1.0,2
51,2018,12295,16136,1.0,2
50,2017,10495,31597,1.0,2
53,2018,24995,21516,2.0,2
51,2018,12295,15893,1.0,2
50,2018,12295,25090,1.0,2
50,2013,5795,69163,1.0,2
63,2016,10995,28376,2.0,2
50,2016,9995,8067,1.0,2
50,2010,4795,54869,1.6,2
55,2011,4495,94000,1.6,2
51,2015,11495,58655,2.0,2
51,2016,10995,34646,1.5,2
59,2012,5995,108822,2.0,2
53,2017,15495,30625,2.0,2
64,2008,795,76000,1.3,2
50,2010,2998,94000,1.2,2
55,2008,2479,82000,2.0,2
53,2014,11995,28000,2.0,2
53,2014,8995,50738,2.0,2
53,2014,10895,49701,2.0,2
59,2014,11995,25459,2.2,2
67,2014,10995,37381,1.6,2
50,2017,8795,8719,1.2,2
50,2018,11295,9132,1.0,2
50,2016,9695,25146,1.0,2
50,2018,12145,2125,1.0,2
51,2018,15295,14034,1.0,2
51,2013,7000,47781,1.0,2
56,2011,4895,75905,2.0,2
50,2018,17295,431,1.0,2
51,2017,14295,36970,2.0,2
59,2009,5685,59496,2.2,2
63,2011,5485,73780,1.6,2
51,2005,1885,98213,1.6,2
51,2010,3485,90000,1.6,2
51,2009,3485,85049,1.6,2
50,2010,4985,70000,1.4,2
65,2012,7985,64237,1.6,2
51,2018,15495,14298,1.0,2
51,2019,14450,20850,1.0,2
56,2013,6790,67000,2.0,2
51,2009,3690,80000,1.8,2
51,2012,6490,48000,1.0,2
62,2017,8975,66305,1.5,2
51,2013,6995,35000,1.0,2
50,2013,6995,39000,1.6,2
50,2010,5495,59000,1.4,2
50,2016,7995,31000,1.0,2
50,2000,1995,43000,1.3,2
50,2016,7500,30762,1.0,2
50,2011,4150,73790,1.2,2
64,2007,1990,50000,1.3,2
55,2009,4490,58000,1.8,2
50,2011,4490,70000,1.4,2
63,2014,7490,70000,1.6,2
51,2010,4690,79000,1.6,2
51,2013,6750,70000,2.0,2
50,2018,11750,8538,1.0,2
50,2018,10895,32074,1.0,2
53,2018,18195,8646,1.5,2
50,2018,10495,31658,1.0,2
50,2017,9100,29396,1.0,2
60,2017,8580,26123,1.0,2
53,2017,14280,8401,1.5,2
68,2010,1795,83000,1.4,2
51,2017,12695,3937,1.0,2
54,2020,19000,25,1.0,2
50,2017,12695,13305,1.0,2
50,2018,11495,25670,1.0,2
53,2018,14950,32848,2.0,2
66,2019,39995,800,5.0,2
